Title,Rating,Votes,Duration,Genre
289. Jake Danger and the Sword of the Explorer,8.7, (540),1h 9m,adventure
290. Dikkie Dik 2: Een Nieuwe Vriend voor Dikkie Dik,8.1, (28),1h 15m,adventure
291. Shanghai Story,4.7, (8),1h 16m,adventure
292. The Worlds Divide,5.2, (100),1h 44m,adventure
293. Two Breaths,5.6, (984),1h 28m,adventure
294. Space Ranger,5.4, (18),1h 31m,adventure
295. Surge of Power: Where There's Smoke,7.0, (7),1h 21m,adventure
296. Güzel Bir Rüya,8.5, (11),1h 2m,adventure
297. Wonderland,6.0, (19),1h 29m,adventure
298. Analogistan,7.6, (14),1h 30m,adventure
299. Longe da Estrada,2.8, (256),1h 29m,adventure
300. Cândido,7.9, (20),2h,adventure
301. Iron Dusk,7.2, (125),1h 32m,adventure
302. Vikaasaparva,8.0, (5),1h 30m,adventure
303. Benjamin Bat,7.0, (137),2h 15m,adventure
304. Fights Break Sphere 3,6.5, (15),1h 40m,adventure
305. Bar MoskvaChiki,6.8, (38),1h 45m,adventure
306. Kalvan,8.5, (7),1h 36m,adventure
307. Nanoshark,2.4, (127),1h 32m,adventure
308. Pui Pui Molcar the Movie: Molmax,7.8, (6),50m,adventure
309. The Very Last Christmas,7.6, (17),1h 55m,adventure
310. Xibalba Monster,4.4, (78),1h 19m,adventure
311. Daye: Seret ahl el Daye,7.1, (29),1h 45m,adventure
312. Turma da Mônica Jovem: Reflexos do Medo,7.8, (17),1h 38m,adventure
313. Family Vacation,6.9, (26),1h 35m,adventure
314. Art Work,7.7, (12),1h 37m,adventure
315. The Eye of the Salamander,3.1, (66),1h 49m,adventure
316. Dikkie Dik en de Verdwenen Knuffel,5.9, (11),1h 30m,adventure
317. Uttarakaanda,5.5, (48),1h 16m,adventure
318. I racconti del mare,8.5, (13),1h 13m,adventure
319. This Land of Mine,5.0, (101),1h 35m,adventure
320. The Sasqualogist,5.4, (64),1h 18m,adventure
321. Dead Dead Demon's Dededede Destruction Zenpen,7.7, (19),1h 5m,adventure
322. Kade,5.1, (92),1h 30m,adventure
323. Road to Dreamland,5.5, (35),44m,adventure
324. Elephant Steps,7.3, (12),1h 20m,adventure
325. Molar,6.1, (13),1h 20m,adventure
326. Mama,6.6, (142),1h 21m,adventure
327. Hyacinthe,7.2, (27),1h 32m,adventure
328. Samaya bolshaya luna,5.8, (25),1h 6m,adventure
