Title,Rating,Votes,Duration,Genre
"242. Aire, Just Breathe",6.2, (3.1K),1h 33m,romance
243. Miss You,6.7, (203),1h 50m,romance
244. Dilan 1983,8.0, (1K),1h 31m,romance
245. Reloaded 2,5.3, (918),1h 30m,romance
246. In Good Hands 2,6.6, (623),1h 54m,romance
247. El Hawa Sultan,9.2, (76),2h 24m,romance
248. Meeting Ms. Leigh,6.0, (49),2h 15m,romance
249. Love Syndrome: The Beginning,5.3, (157),1h 25m,romance
250. À toute allure,6.5, (13K),1h 37m,romance
251. Love Li,6.8, (1.4K),1h 50m,romance
252. Detective Conan: The Million-Dollar Pentagram,4.9, (275),1h 28m,romance
253. Anyone But Her,5.2, (529),2h 8m,romance
254. Black Tea,8.0, (59),1h 45m,romance
255. Seni Memahami Kekasih,6.0, (27),2h 45m,romance
256. Stranded Pearl,6.4, (170),1h 40m,romance
257. Queens of Drama,7.9, (78),1h 2m,romance
258. The Great Gujarati Matrimony,6.2, (747),1h 35m,romance
259. Love You to Debt,6.0, (122),2h 5m,romance
260. Looking for Dr. Love,5.4, (118),1h 59m,romance
261. Fruitcake,4.2, (1.1K),1h 32m,romance
262. 3391 Kilometres,5.2, (140),1h 13m,romance
263. A Merry Royal Christmas,7.3, (1.1K),1h 50m,romance
264. Premalo,6.2, (61),1h 27m,romance
265. You Are Not Alone,8.3, (646),2h 16m,romance
266. Dhruvathaare,9.1, (29),2h 11m,romance
267. Paper Flowers,4.8, (8),1h 30m,romance
268. What Happened in My Black Boyfriend's Room,8.5, (34),TV-Y,romance
269. One Night in Tokyo,4.9, (387),1h 33m,romance
270. Love Story,3.8, (2.8K),1h 59m,romance
"271. LSD 2: Love, Sex Aur Dhokha 2",4.4, (47),2h 15m,romance
272. Three Secrets,7.8, (29),1h 58m,romance
273. Nado snimat filmy o lyubvi,5.6, (779),1h 45m,romance
274. Under Parallel Skies,6.1, (496),2h 15m,romance
275. Christmas at Plumhill Manor,5.8, (299),1h 35m,romance
276. That Kind of Love,7.2, (2.1K),1h 40m,romance
277. Prabuthwa Junior Kalashala,6.4, (58),1h 39m,romance
278. Sweet Summer Love,6.9, (21),1h 30m,romance
279. Heartsping : Teenieping of Love,5.4, (68),2h 30m,romance
"280. María, Me Muero",8.8, (185),1h 35m,romance
281. Vaagai,5.8, (295),1h 47m,romance
282. Rose Rosy Te Gulab,7.8, (25),50m,romance
283. Addy Daddy,5.3, (54),1h 36m,romance
284. DreadClub: Vampire's Verdict,6.7, (33),1h 50m,romance
285. Explosions in My Heart,7.4, (14),1h 52m,romance
286. Kisko Tha Pata,4.9, (216),1h 31m,romance
287. Rokjesnacht,5.3, (1.5K),2h 2m,romance
288. Honeymoonish,8.1, (14),2h 30m,romance
289. Life is Filled with So Much of You,5.4, (166),1h 41m,romance
290. Morando com o Crush,7.9, (79),1h 28m,romance
291. Hrashwo Deergha,8.5, (43),1h 32m,romance
292. My Ex's Wedding,6.2, (3.1K),2h 33m,romance
293. Kahan Shuru Kahan Khatam,4.8, (13),1h 22m,romance
294. My Boyfriend Is a Sex Worker,8.5, (1.6K),1h 10m,romance
295. A Fragile Flower,7.6, (51),1h 45m,romance
296. The Property,6.4, (64),1h 30m,romance
297. Across the Sea,8.7, (14),2h 40m,romance
298. Neelofar,5.3, (196),1h 23m,romance
299. L'heureuse élue,7.2, (17),1h 17m,romance
300. Perdiendo el Juicio,6.4, (758),1h 45m,romance
301. Kang Mak,6.5, (183),2h 46m,romance
302. Sihinayaki Adare,4.6, (76),2h 11m,romance
303. Maple Leaf Dreams,8.6, (16),2h 20m,romance
304. Flat Blood,4.7, (163),1h 33m,romance
"305. Aku Jati, Aku Asperger",5.8, (834),1h 52m,romance
306. Yolki 11,5.6, (19),1h 40m,romance
